chinese,frequency,pinyin,posseg
夏俊生,3,xia4-jun4-sheng1,nr
修齊治平,3,xiu1-qi2-zhi4-ping2,ns
星狀,3,xing1-zhuang4,n
西華縣,28,xi1-hua2-xian4,ns
吸毒人,2,xi1-du2-ren2,n
西斯科,5,xi1-si1-ke1,nr
西斯,37,xi1-si1,ns
辛酸苦辣,2,xin1-suan1-ku3-la4,z
修鱗養爪,3,xiu1-lin2-yang3-zhao3,nr
系統命令,12,xi4-tong3-ming4-ling4,n
瓨,35,xiang2,zg
消防通道,3,xiao1-fang2-tong1-dao4,n
系列學習,3,xi4-lie4-xue2-xi2,n
學藝股,3,xue2-yi4-gu3,n
峴,2,xian4,zg
相得益彰,66,xiang1-de2-yi4-zhang1,v
小奴恩,2,xiao3-nu2-en1,nr
小商店,3,xiao3-shang1-dian4,n
希伯來語,32,xi1-bo2-lai2-yu3,nz
旋量表示,3,xuan2-liang4-biao3-shi4,n
洗反,3,xi3-fan3,v
眩亂,3,xuan4-luan4,v
畜牧廳,3,xu4-mu4-ting1,n
協助執行,3,xie2-zhu4-zhi2-xing2,n
夏向德,5,xia4-xiang4-de2,nr
小隙沉舟,3,xiao3-xi4-chen2-zhou1,i
新罕布什爾州,9,xin1-han3-bu4-shen2-er3-zhou1,nrt
湘酒鬼,3,xiang1-jiu3-gui3,n
下臺,183,xia4-tai2,v
信貸政策,3,xin4-dai4-zheng4-ce4,n
相片判讀,3,xiang4-pian1-pan4-du2,n
行政法院,3,xing2-zheng4-fa3-yuan4,n
西柏坡,246,xi1-bai3-po1,ns
西祠,3,xi1-ci2,ns
辛格爾,2,xin1-ge2-er3,nr
謝庭蘭玉,3,xie4-ting2-lan2-yu4,nr
涎皮賴臉,3,xian2-pi2-lai4-lian3,n
小字輩,8,xiao3-zi4-bei4,n
懸空,120,xuan2-kong1,n
勖,43,xu4,g
小方,3,xiao3-fang1,n
朽爛,48,xiu3-lan4,v
繡起來,3,xiu4-qi3-lai2,v
許太后,3,xu3-tai4-hou4,nr
掀住,3,xian1-zhu4,v
小於霏霏,3,xiao3-yu2-fei1-fei1,nr
洗滌靈,3,xi3-di2-ling2,n
西暖閣,143,xi1-nuan3-ge2,nr
新鮮肉,6,xin1-xian1-rou4,nz
協管員,8,xie2-guan3-yuan2,n
新城裡,3,xin1-cheng2-li3,ns
舷梯,23,xian2-ti1,n
香主,198,xiang1-zhu3,n
消防栓,4,xiao1-fang2-shuan1,n
巡邏機,56,xun2-luo2-ji1,n
需求量,299,xu1-qiu2-liang4,n
鞋面,23,xie2-mian4,n
錫爾河,52,xi1-er3-he2,ns
想不起來,3,xiang3-bu4-qi3-lai2,l
小幅,98,xiao3-fu2,n
相,21292,xiang1,v
信義為立,3,xin4-yi4-wei4-li4,nr
凶殺案,10,xiong1-sha1-an4,n
秀媚,7,xiu4-mei4,a
想入,3,xiang3-ru4,v
線橋,10,xian4-qiao2,n
小史,279,xiao3-shi3,n
形式語言,3,xing2-shi4-yu3-yan2,l
修明史,9,xiu1-ming2-shi3,nr
心驚膽顫,11,xin1-jing1-dan3-chan4,i
小海子,2,xiao3-hai3-zi,nr
熊式輝,5,xiong2-shi4-hui1,nr
習以成俗,3,xi2-yi3-cheng2-su2,i
小獎章,3,xiao3-jiang3-zhang1,n
蓄熱,14,xu4-re4,v
西靈道人,3,xi1-ling2-dao4-ren2,nr
西班牙共產黨,23,xi1-ban1-ya2-gong4-chan3-dang3,nt
許哲佩,3,xu3-zhe2-pei4,nr
形意,6,xing2-yi4,v
雄犢,3,xiong2-du2,n
喜封,3,xi3-feng1,v
鮮桃,3,xian1-tao2,n
咸陽市,56,xian2-yang2-shi4,ns
響馬黨羽,3,xiang3-ma3-dang3-yu3,n
線性無緣,3,xian4-xing4-wu2-yuan2,l
新教材,3,xin1-jiao4-cai2,n
小老弟,3,xiao3-lao3-di4,nr
新倉,4,xin1-cang1,ns
笑比河清,3,xiao4-bi3-he2-qing1,l
性味,26,xing4-wei4,n
銑刀,11,xian3-dao1,n
纖細,196,xian1-xi4,a
西廂記,92,xi1-xiang1-ji4,nz
蕭嘉穗,28,xiao1-jia1-sui4,nr
先延,3,xian1-yan2,n
熊式機,2,xiong2-shi4-ji1,nr
細心地,3,xi4-xin1-di4,n
欣欣客運,3,xin1-xin1-ke4-yun4,i
相地而衰徵,3,xiang1-di4-er2-shuai1-zheng1,l
新奧運,3,xin1-ao4-yun4,nz
洩肚,3,xie4-du4,v
向金朝,4,xiang4-jin1-chao2,nr
西法,3,xi1-fa3,n
繫帶,19,xi4-dai4,n
謝遜忽,8,xie4-xun4-hu1,nr
暁,7,xiao3,zg
血凝,3,xue4-ning2,n
象,8475,xiang4,n
羞花閒目,3,xiu1-hua1-xian2-mu4,l
小蔥,8,xiao3-cong1,b
信託局,14,xin4-tuo1-ju2,n
相似形,3,xiang1-si4-xing2,l
下拉菜單,3,xia4-la1-cai4-dan1,n
新疆維吾爾自治區,226,xin1-jiang1-wei2-wu2-er3-zi4-zhi4-qu1,ns
細嗓子,3,xi4-sang3-zi,n
訓練賽,3,xun4-lian4-sai4,n
向東馳,2,xiang4-dong1-chi2,nr
吸氣,160,xi1-qi4,n
鄉村化,3,xiang1-cun1-hua4,n
香葉油,2,xiang1-ye4-you2,n
小海豚,3,xiao3-hai3-tun2,n
形槽,4,xing2-cao2,n
曉諭,104,xiao3-yu4,nr
心驚膽寒,9,xin1-jing1-dan3-han2,i
西指,3,xi1-zhi3,nz
象山,319,xiang4-shan1,ns
先得我心,3,xian1-de2-wo3-xin1,i
暹羅人,3,xian1-luo2-ren2,ns
行冠禮,5,xing2-guan1-li3,nr
玄功竟,2,xuan2-gong1-jing4,nr
星運亨通,3,xing1-yun4-heng1-tong1,nr
新利,2,xin1-li4,ns
雪佛萊,2,xue3-fu2-lai2,nr
向下,767,xiang4-xia4,v
興山區,3,xing4-shan1-qu1,ns
玄功未,2,xuan2-gong1-wei4,nr
旋切,6,xuan2-qie4,v
西黃寺,8,xi1-huang2-si4,nr
鐔,3,xin2,nr
雪白,811,xue3-bai2,z
信得過,125,xin4-de2-guo4,v
宣宗詔,2,xuan1-zong1-zhao4,nr
續鳧斷鶴,3,xu4-fu2-duan4-he4,nr
血運重建,3,xue4-yun4-chong2-jian4,j
現成,423,xian4-cheng2,v
西藏天路,35,xi1-zang4-tian1-lu4,ns
錫蘭人,3,xi1-lan2-ren2,nz
夏令時,12,xia4-ling4-shi2,nr
許慎,21,xu3-shen4,nr
蕭燕燕,2,xiao1-yan4-yan4,nr
性侵犯,3,xing4-qin1-fan4,n
洗澡時,3,xi3-zao3-shi2,n
纖塵,7,xian1-chen2,n
吁吁,3,xu1-xu1,v
雪花遍地,3,xue3-hua1-bian4-di4,i
新房網,3,xin1-fang2-wang3,n
險崖老林,3,xian3-ya2-lao3-lin2,n
雪窖冰天,3,xue3-jiao4-bing1-tian1,z
蓄洪區,4,xu4-hong2-qu1,n
昔陽縣,5,xi1-yang2-xian4,ns
向警予,3,xiang4-jing3-yu3,v
繫留,13,xi4-liu2,v
信任度,21,xin4-ren4-du4,n
脅制,3,xie2-zhi4,v
西晉時代,3,xi1-jin4-shi2-dai4,nr
虛盈實虧,3,xu1-ying2-shi2-kui1,l
謝世傑,10,xie4-shi4-jie2,nr
修身齊家,3,xiu1-shen1-qi2-jia1,l
瑕疵品,3,xia2-ci1-pin3,v
諧振腔,3,xie2-zhen4-qiang1,n
選舉票,3,xuan3-ju3-piao4,n
項目名稱,3,xiang4-mu4-ming2-cheng1,n
西塔爾,11,xi1-ta3-er3,nr
廂拱,3,xiang1-gong3,n
向左轉,3,xiang4-zuo3-zhuan3,nr
徐寶麟,3,xu2-bao3-lin2,nr
西遊,71,xi1-you2,f
寫字枱,3,xie3-zi4-tai2,vn
信息港,12,xin4-xi1-gang3,n
笑臉鬼,3,xiao4-lian3-gui3,l
宣贊可,3,xuan1-zan4-ke3,nr
信神佛,2,xin4-shen2-fo2,nr
香醋,14,xiang1-cu4,nz
夏風能,2,xia4-feng1-neng2,nr
溪流,215,xi1-liu2,n
香巴拉,3,xiang1-ba1-la1,ns
消消氣,3,xiao1-xiao1-qi4,n
謝利夫河,2,xie4-li4-fu1-he2,nr
小康水平,3,xiao3-kang1-shui3-ping2,nr
消溶,6,xiao1-rong2,n
西里伯,2,xi1-li3-bo2,ns
謝李密,3,xie4-li3-mi4,nr
塤篪相和,3,xun1-chi2-xiang1-he4,nz
西特拉,12,xi1-te4-la1,nrt
向遠海,5,xiang4-yuan3-hai3,nr
性潰瘍,3,xing4-kui4-yang2,n
行書,63,xing2-shu1,n
險路,3,xian3-lu4,n
血製品,8,xue4-zhi4-pin3,n
鮮血,1956,xian1-xue4,n
小口,3,xiao3-kou3,n
序數記號,3,xu4-shu4-ji4-hao4,n
新西蘭工黨,3,xin1-xi1-lan2-gong1-dang3,nt
向拜仁,2,xiang4-bai4-ren2,nr
鄉黨委,25,xiang1-dang3-wei3,n
斜纖維,3,xie2-xian1-wei2,n
新課程,3,xin1-ke4-cheng2,n
熊性蠢,2,xiong2-xing4-chun3,nr
西藏地區,70,xi1-zang4-de-qu1,ns
淆亂視聽,3,xiao2-luan4-shi4-ting1,vn
惜字,3,xi1-zi4,v
匣子槍,14,xia2-zi-qiang1,n
修辭癖,3,xiu1-ci2-pi3,n
星馬地區,3,xing1-ma3-de-qu1,ns
玄德嘆,6,xuan2-de2-tan4,nr
線纜,6,xian4-lan3,n
鹹魚,45,xian2-yu2,n
瀉湖,16,xie4-hu2,n
吸好,3,xi1-hao3,v
徐州人,4,xu2-zhou1-ren2,nr
校外活動,3,xiao4-wai4-huo2-dong4,n
泫然淚下,3,xuan4-ran2-lei4-xia4,n
習慣,4593,xi2-guan4,n
細瑣,3,xi4-suo3,a
小點聲,3,xiao3-dian3-sheng1,nr
血癌,12,xue4-ai2,n
軒詞甲,3,xuan1-ci2-jia3,nr
新明,3,xin1-ming2,nz
橡皮筋,15,xiang4-pi2-jin1,n
畜牧群,3,xu4-mu4-qun2,n
須彌芥子,3,xu1-mi2-jie4-zi3,l
西陸,3,xi1-lu4,s
心安理得,107,xin1-an1-li3-de2,i
心臟麻痺,3,xin1-zang4-ma2-bi4,n
吸跑,3,xi1-pao3,v
性格內向,3,xing4-ge2-nei4-xiang4,n
消食甜酒,3,xiao1-shi2-tian2-jiu3,vn
稀爛,121,xi1-lan4,a
選擇指數,3,xuan3-ze2-zhi3-shu4,n
小事化無,3,xiao3-shi4-hua4-wu2,l
刑官,3,xing2-guan1,n
硤石,3,xia2-shi2,ns
須得先,33,xu1-de2-xian1,nr
西門町,3,xi1-men2-ting1,ns
香水味,3,xiang1-shui3-wei4,n
許久,379,xu3-jiu3,m
蟋蟀草,3,xi1-shuai4-cao3,vn
小潘潘,3,xiao3-pan1-pan1,nr
新臺階,3,xin1-tai2-jie1,n
先富起來,3,xian1-fu4-qi3-lai2,i
小書,3,xiao3-shu1,n
許雲龍,4,xu3-yun2-long2,nr
心要,3,xin1-yao4,b
新港路,3,xin1-gang3-lu4,nz
校監,3,xiao4-jian1,n
細細的,213,xi4-xi4-de,z
小破孩,3,xiao3-po4-hai2,n
凶頑,22,xiong1-wan2,a
懸榻留賓,3,xuan2-ta4-liu2-bin1,n
相配合,3,xiang1-pei4-he2,nr
西餐店,3,xi1-can1-dian4,n
下元,5,xia4-yuan2,t
凶器,47,xiong1-qi4,n
相擾,2,xiang1-rao3,v
小豆,18,xiao3-dou4,n
心愛,362,xin1-ai4,n
星馬,3,xing1-ma3,n
宣府監,4,xuan1-fu3-jian1,nr
夏文彥,3,xia4-wen2-yan4,nr
序列化,2,xu4-lie4-hua4,n
雪蓮,26,xue3-lian2,nr
修善,2,xiu1-shan4,v
洗底,3,xi3-di3,v
玄宗奔,6,xuan2-zong1-ben1,nr
相敬殊,2,xiang1-jing4-shu1,nr
先自隗始,3,xian1-zi4-wei3-shi3,vn
析珪判野,3,xi1-gui1-pan4-ye3,vn
象齒焚身,3,xiang4-chi3-fen2-shen1,vn
小室,37,xiao3-shi4,n
洩法,3,xie4-fa3,v
雪佛龍,3,xue3-fu2-long2,nr
行政編制,3,xing2-zheng4-bian1-zhi4,n
相國寺,65,xiang1-guo2-si4,nr
纖介,3,xian1-jie4,n
香山路,7,xiang1-shan1-lu4,ns
溴化鈣,3,xiu4-hua4-gai4,nz
炫奇爭勝,3,xuan4-qi2-zheng1-sheng4,n
翔安區,3,xiang2-an1-qu1,nz
殉難人員,3,xun4-nan2-ren2-yuan2,n
行酒令,4,xing2-jiu3-ling4,n
嚇,15,xia4,zg
懈弛,3,xie4-chi2,a
新田村,3,xin1-tian2-cun1,ns
羞於為伍,3,xiu1-yu2-wei4-wu3,l
脅持,4,xie2-chi2,v
燻蒸,37,xun1-zheng1,vn
下巴頦,22,xia4-ba1-hai2,n
虛擬幻覺,3,xu1-ni3-huan4-jue2,n
西裝店,3,xi1-zhuang1-dian4,n
修配,61,xiu1-pei4,v
吸取經驗,3,xi1-qu3-jing1-yan4,n
寫進來,3,xie3-jin4-lai2,v
新安,91,xin1-an1,ns
新息,3,xin1-xi1,n
相承之,2,xiang1-cheng2-zhi1,nr
選磨,3,xuan3-mo2,v
向武關,2,xiang4-wu3-guan1,nr
學術史,31,xue2-shu4-shi3,n
杏壇,6,xing4-tan2,n
洩好,3,xie4-hao3,v
笑樂,3,xiao4-le4,n
橡皮船,3,xiang4-pi2-chuan2,n
玄武殿,2,xuan2-wu3-dian4,nr
小澤真珠,3,xiao3-ze2-zhen1-zhu1,nr
弦月,12,xian2-yue4,n
西沙裡村,3,xi1-sha1-li3-cun1,ns
向日葵,196,xiang4-ri4-kui2,n
學者,4212,xue2-zhe3,n
夏雨拿,3,xia4-yu3-na2,nr
心直嘴快,3,xin1-zhi2-zui3-kuai4,i
循次而進,3,xun2-ci4-er2-jin4,l
鮮卑,796,xian1-bei1,n
現代五項,11,xian4-dai4-wu3-xiang4,n
席次,27,xi2-ci4,n
下院,391,xia4-yuan4,n
想去,3,xiang3-qu4,v
喜怒,77,xi3-nu4,v
徐達軍,8,xu2-da2-jun1,nr
性貧血,3,xing4-pin2-xue4,n
戲目,2,xi4-mu4,n
相對補,3,xiang1-dui4-bu3,v
象鼻子,2,xiang4-bi2-zi,n
行程表,35,xing2-cheng2-biao3,n
西藏藥業,10,xi1-zang4-yao4-ye4,nz
新野,125,xin1-ye3,n
象素數,3,xiang4-su4-shu4,n
協迫,3,xie2-po4,v
相國子,2,xiang1-guo2-zi,l
學習體會,3,xue2-xi2-ti3-hui4,n
胥德章,138,xu1-de2-zhang1,nr
須拔髮,2,xu1-ba2-fa4,nr
相互毗連,3,xiang1-hu4-pi2-lian2,vn
小言,2,xiao3-yan2,n
戲劇團,3,xi4-ju4-tuan2,n
信息處理,119,xin4-xi1-chu4-li3,n
挾細拿粗,3,xie2-xi4-na2-cu1,i
殉葬品,26,xun4-zang4-pin3,n
學園,20,xue2-yuan2,n
洫,4,xu4,g
消防人,3,xiao1-fang2-ren2,n
相得,3,xiang1-de,v
信號擺幅,3,xin4-hao4-bai3-fu2,n
酰氟,3,xian1-fu2,n
席位數,3,xi2-wei4-shu4,n
旋轉知覺,3,xuan2-zhuan3-zhi1-jue2,n
胸中鱗甲,3,xiong1-zhong1-lin2-jia3,i
西尼奧,3,xi1-ni2-ao4,nr
席拉赫,2,xi2-la1-he4,nr
旋電媒質,3,xuan2-dian4-mei2-zhi4,n
吸過來,3,xi1-guo4-lai2,l
向法軍,2,xiang4-fa3-jun1,nr
向西流,5,xiang4-xi1-liu2,nr
席應真,3,xi2-ying1-zhen1,nr
現洋錢,3,xian4-yang2-qian2,n
信用狀,3,xin4-yong4-zhuang4,n
小雨,620,xiao3-yu3,nr
徐永賢,3,xu2-yong3-xian2,nr
掀亂,3,xian1-luan4,v
仙桃草,3,xian1-tao2-cao3,n
絮凝劑,4,xu4-ning2-ji4,n
西川劉,3,xi1-chuan1-liu2,nr
行貨,33,xing2-huo4,n
嘵音瘏口,3,xiao1-yin1-tu2-kou3,nz
信息司,3,xin4-xi1-si1,n
現代詩歌,3,xian4-dai4-shi1-ge1,n
懸臂,105,xuan2-bi4,n
星語心願,3,xing1-yu3-xin1-yuan4,i
行駛,726,xing2-shi3,v
斜紋布,19,xie2-wen2-bu4,n
刑天舞,3,xing2-tian1-wu3,nr
嫙,13,xuan2,zg
小金剛,3,xiao3-jin1-gang1,nr
仙,4284,xian1,ng
橡飯菁羹,3,xiang4-fan4-jing1-geng1,nz
洗禮,428,xi3-li3,nz
虛張,3,xu1-zhang1,a
玄冥寒,4,xuan2-ming2-han2,nr
西阿斯,6,xi1-a1-si1,nr
選關,3,xuan3-guan1,v
閒飯,3,xian2-fan4,v
須修持,2,xu1-xiu1-chi2,nr
小作坊,20,xiao3-zuo1-fang,n
西北麓,12,xi1-bei3-lu4,f
祆,96,xian1,x
習氣,104,xi2-qi4,n
新設,3,xin1-she4,nt
洗米水,3,xi3-mi3-shui3,nz
消防水帶,3,xiao1-fang2-shui3-dai4,n
形式邏輯,38,xing2-shi4-luo2-ji2,l
顯示管,6,xian3-shi4-guan3,n
姠,13,xiang4,zg
小手柄,3,xiao3-shou3-bing3,n
香港特別行政區政府,4,xiang1-gang3-te4-bie2-xing2-zheng4-qu1-zheng4-fu3,nt
謝振華,2,xie4-zhen4-hua2,nr
心光,3,xin1-guang1,n
新增,1177,xin1-zeng1,v
選擇鍵,3,xuan3-ze2-jian4,n
信燕鐵,3,xin4-yan4-tie3,nr
興趣不大,3,xing4-qu4-bu4-da4,a
希瓦,14,xi1-wa3,ns
先夫,3,xian1-fu1,n
新年,570,xin1-nian2,t
細部分解,3,xi4-bu4-fen4-jie3,l
夏糧,43,xia4-liang2,nr
下個世紀,3,xia4-ge4-shi4-ji4,t
小玩意兒,3,xiao3-wan2-yi4-er2,n
徐少春,5,xu2-shao3-chun1,nr
徐海波,3,xu2-hai3-bo1,nr
想,61904,xiang3,v
刑事管轄,3,xing2-shi4-guan3-xia2,n
新購,3,xin1-gou4,v
熊掌,348,xiong2-zhang3,nr
小黑,12,xiao3-hei1,z
心部,3,xin1-bu4,n
瞎搞,4,xia1-gao3,v
謝謝您,3,xie4-xie4-nin2,nr
心交社,3,xin1-jiao1-she4,n
鮮見,53,xian1-jian4,a
癇速康,2,xian2-su4-kang1,nz
小時工,52,xiao3-shi2-gong1,nr
學去,3,xue2-qu4,v
修生祠,3,xiu1-sheng1-ci2,nr
淅川,33,xi1-chuan1,ns
熊韜豹略,3,xiong2-tao1-bao4-lve4,nr
卸責任,3,xie4-ze2-ren4,i
尋妹記,2,xun2-mei4-ji4,nr
胸懷大志,25,xiong1-huai2-da4-zhi4,i
詳,1011,xiang2,ag
性感美,3,xing4-gan3-mei3,n
玄武真,2,xuan2-wu3-zhen1,nr
小道人,3,xiao3-dao4-ren2,nr
罅漏,2,xia4-lou4,n
笑可藏刀,3,xiao4-ke3-cang2-dao1,i
修治,24,xiu1-zhi4,v
詳細情況,3,xiang2-xi4-qing2-kuang4,n
辛酉年,5,xin1-you3-nian2,m
吸音,12,xi1-yin1,n
西塞山,258,xi1-sai4-shan1,ns
瞎抓,3,xia1-zhua1,v
心驚膽跳,3,xin1-jing1-dan3-tiao4,i
小容,5,xiao3-rong2,n
幸漢陽,2,xing4-han4-yang2,nr
忻州網,3,xin1-zhou1-wang3,nr
相抵,111,xiang1-di3,d
須至榜,2,xu1-zhi4-bang3,nr
雪堆,30,xue3-dui1,n
性無能,3,xing4-wu2-neng2,n
斜率,22,xie2-lv4,n
星散,27,xing1-san4,n
選情,3,xuan3-qing2,n
西寬東,11,xi1-kuan1-dong1,nr
校直,3,xiao4-zhi2,v
謝蘭燕桂,3,xie4-lan2-yan4-gui4,nr
西施,160,xi1-shi1,n
校點,77,xiao4-dian3,n
喧笑,3,xuan1-xiao4,v
性情,755,xing4-qing2,n
顯祖,3,xian3-zu3,nr
相聯接,3,xiang1-lian2-jie1,nr
銷貨單,2,xiao1-huo4-dan1,n
宣令官,4,xuan1-ling4-guan1,nr
悉力,3,xi1-li4,d
血紅色,3,xue4-hong2-se4,n
謝夫隆,5,xie4-fu1-long2,nr
笑影,5,xiao4-ying3,n
鄉土氣,3,xiang1-tu3-qi4,n
徐自玲,2,xu2-zi4-ling2,nr
現代文明,3,xian4-dai4-wen2-ming2,n
線脹係數,3,xian4-zhang4-xi4-shu4,l
羞鳥,3,xiu1-niao3,n
賢路,3,xian2-lu4,n
戲志才,3,xi4-zhi4-cai2,n
校運會,3,xiao4-yun4-hui4,n
續隨子,2,xu4-sui2-zi,nr
辛誦,3,xin1-song4,v
香案,113,xiang1-an4,n
線描,22,xian4-miao2,n
先攻後守,3,xian1-gong1-hou4-shou3,i
消泯,3,xiao1-min3,l
心比天高,8,xin1-bi3-tian1-gao1,i
下籤,3,xia4-qian1,v
信號肽,3,xin4-hao4-tai4,n
心如火燎,3,xin1-ru2-huo3-liao2,i
修橋補路,3,xiu1-qiao2-bu3-lu4,nr
新文,3,xin1-wen2,nz
辛店村,3,xin1-dian4-cun1,ns
小陸,3,xiao3-lu4,n
懸式,2,xuan2-shi4,n
下凡,112,xia4-fan2,v
褻玩,3,xie4-wan2,v
休怪,3,xiu1-guai4,v
橡,49,xiang4,n
小瀛洲,2,xiao3-ying2-zhou1,nr
消歇,3,xiao1-xie1,v
吸盤,102,xi1-pan2,v
宣諭朕,3,xuan1-yu4-zhen4,nr
小紡,3,xiao3-fang3,b
橡膠,949,xiang4-jiao1,n
像距,3,xiang4-ju4,v
溪州,3,xi1-zhou1,ns
虛象,3,xu1-xiang4,n
徐鴻儒,30,xu2-hong2-ru2,nr
斜對角,3,xie2-dui4-jiao3,n
夏敬觀,3,xia4-jing4-guan1,nr
辛香料,3,xin1-xiang1-liao4,nz
鞋墊,11,xie2-dian4,n
血壓計,12,xue4-ya1-ji4,n
許多第一,34,xu3-duo1-di4-yi1,m
玄德若,2,xuan2-de2-ruo4,nr
吸入,287,xi1-ru4,v
小康人家,3,xiao3-kang1-ren2-jia1,n
恤衫,29,xu4-shan1,n
先驗概率,3,xian1-yan4-gai4-lv4,i
星團,205,xing1-tuan2,n
湘北,284,xiang1-bei3,ns
鮮品,263,xian1-pin3,n
西瓦利,7,xi1-wa3-li4,ns
西伯爾,2,xi1-bo2-er3,nr
孝經,37,xiao4-jing1,n
相學,3,xiang1-xue2,n
徐天紅,4,xu2-tian1-hong2,nr
學醫,64,xue2-yi1,n
限明,3,xian4-ming2,v
鮮度,2,xian1-du4,n
心臟起搏器,15,xin1-zang4-qi3-bo2-qi4,nz
血漿車,3,xue4-jiang1-che1,n
序盤,2,xu4-pan2,n
秀朗,3,xiu4-lang3,a
寫書人,2,xie3-shu1-ren2,n
西寧南路,3,xi1-ning2-nan2-lu4,ns
心膊率,3,xin1-bo2-lv4,n
祥春,3,xiang2-chun1,nrfg
心虔志誠,3,xin1-qian2-zhi4-cheng2,v
西敏寺,22,xi1-min3-si4,nr
喜劇類,3,xi3-ju4-lei4,n
血熱型,7,xue4-re4-xing2,n
西魏文,5,xi1-wei4-wen2,nr
小明武,2,xiao3-ming2-wu3,nr
信息科學,3,xin4-xi1-ke1-xue2,nt
霞帔,23,xia2-pei4,n
湘繡,18,xiang1-xiu4,nz
下樓去,3,xia4-lou2-qu4,l
析取,7,xi1-qu3,v
信史,31,xin4-shi3,n
鮮麗,20,xian1-li4,a
心甘情原,3,xin1-gan1-qing2-yuan2,i
荀藹守,2,xun2-ai3-shou3,nr
小河子村,3,xiao3-he2-zi-cun1,nr
新窗口,3,xin1-chuang1-kou3,i
下馬馮婦,3,xia4-ma3-feng2-fu4,i
新營,7,xin1-ying2,b
西南角,95,xi1-nan2-jiao3,f
絃樂器,3,xian2-le4-qi4,v
西尼羅,2,xi1-ni2-luo2,nr
西洋樂器,3,xi1-yang2-le4-qi4,nz
先列,3,xian1-lie4,n
荀子所,2,xun2-zi-suo3,nr
新文學,70,xin1-wen2-xue2,nt
許萬裡,4,xu3-wan4-li3,m
許敬宗,13,xu3-jing4-zong1,nr
咸鏡南道,7,xian2-jing4-nan2-dao4,ns
心跳,441,xin1-tiao4,v
玄武石,2,xuan2-wu3-shi2,nr
血虛,41,xue4-xu1,n
銜畢佩實,3,xian2-bi4-pei4-shi2,z
新桂網,3,xin1-gui4-wang3,nz
險乎,4,xian3-hu1,d
宣傳者,10,xuan1-chuan2-zhe3,nr
心腹之疾,3,xin1-fu4-zhi1-ji2,i
消極因素,3,xiao1-ji2-yin1-su4,n
小孩兒,182,xiao3-hai2-er2,n
小房,61,xiao3-fang2,n
懸擬,3,xuan2-ni3,v
象鼻山,5,xiang4-bi2-shan1,ns
銜枚,15,xian2-mei2,v
斜對面,45,xie2-dui4-mian4,n
修武,15,xiu1-wu3,nr
湘雲,345,xiang1-yun2,ns
現期,3,xian4-qi1,t
笑微微,2,xiao4-wei1-wei1,z
閒聊,126,xian2-liao2,v
下半夜,59,xia4-ban4-ye4,t
喜氣,76,xi3-qi4,n
錫卡索,2,xi1-ka3-suo3,ns
小籠子,3,xiao3-long2-zi,n
先天,476,xian1-tian1,t
新鮮事兒,14,xin1-xian1-shi4-er2,nz
須聯孫,2,xu1-lian2-sun1,nr
孝弟,3,xiao4-di4,n
夏豔華,3,xia4-yan4-hua2,nr
小漲,3,xiao3-zhang3,v
洗衣匠,3,xi3-yi1-jiang4,n
洗手檯,2,xi3-shou3-tai2,nz
軒昂自若,3,xuan1-ang2-zi4-ruo4,nr
斜槓,2,xie2-gang4,n
象聲,3,xiang4-sheng1,n
小妖女,3,xiao3-yao1-nv3,n
修築公路,3,xiu1-zhu4-gong1-lu4,n
小說欄,3,xiao3-shuo1-lan2,n
懸鈴樹,3,xuan2-ling2-shu4,n
向福臨,6,xiang4-fu2-lin2,nr
吸鐵,3,xi1-tie3,n
小車子,3,xiao3-che1-zi,n
徐田養,3,xu2-tian2-yang3,nr
新罕布夏,3,xin1-han3-bu4-xia4,nrt
熊熊烈火,22,xiong2-xiong2-lie4-huo3,nr
析疑匡謬,3,xi1-yi2-kuang1-miu4,nr
鄉土觀念,3,xiang1-tu3-guan1-nian4,n
旭日東昇,12,xu4-ri4-dong1-sheng1,nrt
形影不離,79,xing2-ying3-bu4-li2,i
下星期,15,xia4-xing1-qi1,t
血糖高,3,xue4-tang2-gao1,n
虛症,9,xu1-zheng4,n
喜好,232,xi3-hao4,v
小鬍子,44,xiao3-hu2-zi,nr
餼,145,xi4,g
西南,5401,xi1-nan2,ns
西諸郡,3,xi1-zhu1-jun4,nr
新河,598,xin1-he2,ns
行為犯,3,xing2-wei4-fan4,i
向紫鵑,6,xiang4-zi3-juan1,nr
夏大豆,3,xia4-da4-dou4,nr
習學記,4,xi2-xue2-ji4,n
吸進去,3,xi1-jin4-qu4,v
心意拳,3,xin1-yi4-quan2,i
纖維板,558,xian1-wei2-ban3,n
現代科技,3,xian4-dai4-ke1-ji4,n
卸磨殺驢,5,xie4-mo2-sha1-lv2,i
小女孩,263,xiao3-nv3-hai2,n
絮叨,26,xu4-dao,z
西房涼,2,xi1-fang2-liang2,nr
相關驅動,3,xiang1-guan1-qu1-dong4,l
相驚伯有,3,xiang1-jing1-bo2-you3,nr
尋繹,3,xun2-yi4,v
小數位,3,xiao3-shu4-wei4,n
胸懷故國,3,xiong1-huai2-gu4-guo2,i
小德子,189,xiao3-de2-zi,nr
序幕,491,xu4-mu4,n
謝遜攻,2,xie4-xun4-gong1,nr
尟,8,xian3,zg
新墳,3,xin1-fen2,n
雪泥鴻爪,2,xue3-ni2-hong2-zhao3,nr
新朋,3,xin1-peng2,n
小平房,3,xiao3-ping2-fang2,n
吸盤式,3,xi1-pan2-shi4,n
席曼寧,3,xi2-man4-ning2,nr
